prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_naics_code,prime_award_naics_description,subaward_type,subaward_report_year,subaward_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount
CONT_AWD_NNG13CR48C_8000_-NONE-_-NONE-,NNG13CR48C,,475000000,7/18/13,2013,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080-2014/2015-0122-000;080-2016/2017-0115-000;080-2016/2017-0120-000;080-2016/2017-0122-000;080-2016/2017-0124-000;080-2016/2017-0131-000;080-2017/2018-0115-000;080-2017/2018-0120-000;080-2017/2018-0122-000;080-2017/2018-0124-000;080-2017/2018-0131-000;080-2018/2019-0115-000;080-2018/2019-0120-000;080-2018/2019-0122-000;080-2018/2019-0124-000;080-2018/2019-0131-000;080-2019/2020-0115-000;080-2019/2020-0120-000;080-2019/2020-0122-000;080-2019/2020-0131-000;080-2019/2021-0122-000;080-X-0122-000,080-0115;080-0120;080-0122;080-0124;080-0131,121368299,"AS AND D, INC.",Asrc Management Services,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,6303 IVY LANE,GREENBELT,MD,,207701479,5,,,Greenbelt,MD,,207710003,5,USA,UNITED STATES,"IGF::OT::IGF ELECTRICAL SYSTEMS ENGINEERING SERVICES II (ESES-II) THE PRINCIPAL PURPOSE OF THIS CONTRACT IS TO PROVIDE ELECTRICAL ENGINEERING SUPPORT SERVICES AND RELATED WORK TO THE GODDARD SPACE FLIGHT CENTER'S APPLIED ENGINEERING AND TECHNOLOGY DIRECTORATE (AETD) AND RELATED ORGANIZATIONS, AS REQUIRED, FOR THE STUDY, DESIGN, DEVELOPMENT, FABRICATION, INTEGRATION, TESTING, VERIFICATION, AND OPERATIONS OF SPACE FLIGHT, AIRBORNE, AND GROUND SYSTEM HARDWARE AND SOFTWARE, INCLUDING DEVELOPMENT AND VALIDATION OF NEW TECHNOLOGIES TO ENABLE FUTURE SPACE AND SCIENCE MISSIONS.",541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2016,10,ASD40035,253484.15,9/10/16,2016,802317438,RAYTHEON COMPANY,RAYTHEON,1339159,RAYTHEON COMPANY,USA,UNITED STATES,5700 RIVERTECH CT,RIVERDALE,MD,,207370000,5,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,Boston,MA,,22414183,9,USA,UNITED STATES,"2016-09-10 ASD40035 0 350000.00
 
 2016-09-10 ASD40035 1 253484.15
 
 
 ",,,,,,,,,,
CONT_AWD_FA881815C0029_9700_-NONE-_-NONE-,FA881815C0029,,4077295,12/3/14,2015,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA8818,FA8818  HQ SMC SD PKT,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2TS2A,SMC EV,021-2018/2019-2040-000;021-2019/2020-2040-000;057-2015/2016-3600-000;057-2017/2018-3600-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2019/2021-3021-000;097-2015/2016-0400-000;097-2018/2019-0400-000;097-2019/2020-0400-000,021-2040;057-3021;057-3600;097-0400,121368299,"AS AND D, INC.","AS AND D, INC.",76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,7000 MUIRKIRK MEADOWS DR STE 100,BELTSVILLE,MD,Maryland,20705,5,,,beltsville,MD,Maryland,207056351,5,USA,UNITED STATES,IGF::CT::IGF LSMA FINAL CONTRACT AWARD,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2018,7,ASD1-00022 21,38000,6/6/18,2018,69341972,ENGILITY CORP.,TASC,783837672,,USA,UNITED STATES,35 NEW ENGLAND BUSINESS CENTER DR STE 200,ANDOVER,MA,Massachusetts,18101071,5,,For-Profit Organization,,Andover,MA,Massachusetts,18101071,5,USA,UNITED STATES,"CLIN 6002 SR119 REPLACE 
 ",,,,,,,,,,
CONT_AWD_DOCT0007_1330_DOCWC133W16CQ0026_1330,DOCT0007,DOCWC133W16CQ0026,62351,9/8/16,2016,13,Department of Commerce (DOC),1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M2,DEPT OF COMMERCE NOAA,13,Department of Commerce (DOC),1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1333BY,DEPT OF COMMERCE NOAA,,,78546482,SITNASUAK CONSTRUCTION SERVICES LLC,,,,USA,UNITED STATES,4341 B ST STE 402,ANCHORAGE,AK,,995035927,0,,,Woods Hole,MA,,25430001,9,USA,UNITED STATES,"IGF::OT::IGF REPAIR POINTING OF SEAWALL AND REPLACE OVERHEAD DOORS AT NORTHEAST FISHERIES SCIENCE CENTER WOODS HOLE LABORATORY 166 WATER STREET, WOODS HOLE, MA",236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2016,12,NESS-02,27896.84,11/9/16,2017,79589525,"NEW ENGLAND SPECIALTY SERVICES, INC.",,,,USA,UNITED STATES,2 LARK ST,FALL RIVER,MA,,27213214,3,,"Contracts and Grants,Economically Disadvantaged Women-Owned Small Business,For-Profit Organization,S Corporation,Self-Certified Small Disadvantaged Business,Woman-Owned Business",,Woods Hole,MA,,25431026,10,USA,UNITED STATES,Replacement of overhead coiling doors,,,,,,,,,,
CONT_AWD_80ARC018F0109_8000_80ARC018D0010_8000,80ARC018F0109,80ARC018D0010,150935,6/27/18,2018,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80ARC0,NASA AMES RESEARCH CENTER,080-2018/2019-0120-000,080-0120,829522403,"INUTEQ, LLC",,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,7000 MUIRKIRK MEADOWS DR STE 100,BELTSVILLE,MD,Maryland,207056351,5,,,Moffat Field,CA,California,940350001,18,USA,UNITED STATES,THE NASA ADVANCED COMPUTING SERVICES (NACS) CONTRACT - PHASE-IN,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,sub-contract,2018,9,NACS1-0005 0,100000,8/31/18,2018,159922673,"RAID, INC.",,,,USA,UNITED STATES,200 BRICKSTONE SQUARE STE 302,ANDOVER,MA,Massachusetts,18101429,5,,"For-Profit Organization,Manufacturer of Goods,S Corporation",,andover,MA,Massachusetts,18101429,5,USA,UNITED STATES,NACS,,,,,,,,,,
CONT_AWD_0037_9700_FA890310D8596_9700,37,FA890310D8596,566915.17,9/10/10,2010,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA8903,FA8903  772 ESS PK,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA8903,FA8903  772 ESS PK,,,193942604,"HYDROGEOLOGIC, INC.",,193942604,"HYDROGEOLOGIC, INC.",USA,UNITED STATES,11107 SUNSET HILLS RD STE 400,RESTON,VA,,201905309,8,,"Asian-Pacific American Owned,Contracts and Grants,For-Profit Organization,Minority-Owned business",Tuscon,AZ,,853095000,2,USA,UNITED STATES,ECOS09,562910,REMEDIATION SERVICES,sub-contract,2012,11,2010-00360,25835,9/21/10,2010,147830830,"ALPHA ANALYTICAL, INC.",,147830830,"ALPHA ANALYTICAL, INC.",USA,UNITED STATES,8 WALKUP DR,WESTBOROUGH,MA,,15811022,3,,"Contracts and Grants,For-Profit Organization,S Corporation",,Westborough,MA,,15811022,3,USA,UNITED STATES,Laboratory analytical services,,,,,,,,,,
CONT_AWD_VA24116J1533_3600_NNG15SC17B_8000,VA24116J1533,NNG15SC17B,54075.8,6/27/16,2016,36,Department of Veterans Affairs (VA),3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C523,523-BOSTON (00523),36,Department of Veterans Affairs (VA),3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C523,523-BOSTON (00523),,,73521101,"MERLIN INTERNATIONAL, INC.",MERLIN TECHNICAL SOLUTIONS,73521101,"MERLIN INTERNATIONAL, INC.",USA,UNITED STATES,4 B INVERNESS CT E STE 100,ENGLEWOOD,CO,,801125324,6,,,Englewood,CO,,801125324,6,USA,UNITED STATES,COBC ACTIVATION,334111,ELECTRONIC COMPUTER MANUFACTURING,sub-contract,2016,7,P308274,42028.39,6/29/16,2016,17573259,"EC AMERICA, INC.",,49159957,"ARROW ELECTRONICS, INC.",USA,UNITED STATES,8444 WESTPARK DR STE 200,MCLEAN,VA,,221025112,8,,"Contracts and Grants,For-Profit Organization",,North Hampton,MA,,10539764,2,USA,UNITED STATES,Steelhead CXA 3070 B010 with RIOS ; Steelhead licenses ; Steelhead Gold Support ; Four-Port 1-GbE Fiber SX,,,,,,,,,,
CONT_AWD_0548_9700_W58RGZ12D0089_9700,548,W58RGZ12D0089,1673879,9/29/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W81YUF,W6DQ 01 PEO AVN,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,,Huntsville,AL,,358062801,5,USA,UNITED STATES,IGF::OT::IGF,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2018,4,R18PP01387,111481.22,4/11/18,2018,125103460,OLYMPUS AMERICA INC.,,690536248,OLYMPUS CORPORATION,USA,UNITED STATES,48 WOERD AVE STE 105,WALTHAM,MA,,24533824,7,,"For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods",,WALTHAM,MA,,24533824,7,USA,UNITED STATES,Materials in support of the RDS contract.,,,,,,,,,,
CONT_AWD_0002_9700_W9128F13D0005_9700,2,W9128F13D0005,1545120,9/15/15,2015,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W9128F,W071 ENDIST OMAHA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W74RDV,W0JV HQ USACE MIL PROGRAMS,,,193942604,"HYDROGEOLOGIC, INC.",,193942604,"HYDROGEOLOGIC, INC.",USA,UNITED STATES,11107 SUNSET HILLS RD STE 400,RESTON,VA,Virginia,201905309,11,,,Gilt Edge,NE,Nebraska,691600600,3,USA,UNITED STATES,"IGF::OT::IGF PERFORMANCE BASED REMEDIATION, FORMER SIOUX ARMY DEPOT, SIDNEY, NE P2: 104056",562910,REMEDIATION SERVICES,sub-contract,2018,11,2016-00188,70718.25,7/7/16,2016,39322250,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC.",CLEAN HARBORS,157793639,"CLEAN HARBORS, INC",USA,UNITED STATES,42 LONGWATER DR,NORWELL,MA,Massachusetts,20611612,10,,For-Profit Organization,,NORWELL ,MA,Massachusetts,20611612,10,USA,UNITED STATES,support services,,,,,,,,,,
CONT_AWD_0102_9700_W58RGZ13D0048_9700,102,W58RGZ13D0048,6399375.12,5/9/18,2018,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W56UVV,W0H9 US ARMY AVN  MISSLES CMD,,,794757877,"SCIENCE AND ENGINEERING SERVICES, LLC",,783196348,"SCIENCE AND ENGINEERING SERVICES, LLC",USA,UNITED STATES,248 DUNLOP BLVD,HUNTSVILLE,AL,Alabama,358241102,5,,,HUNTSVILLE,AL,Alabama,358241102,5,USA,UNITED STATES,"THE PMA-299 MH-60R SAUDI PROGRAM OFFICE HAS A REQUIREMENT TO KIT, CALIBRATE, PROCURE, SHIP AND PROVIDE TECHNICAL CONTENT.",336411,AIRCRAFT MANUFACTURING,sub-contract,2019,3,L19P001394,114190,3/12/19,2019,37516457,"DRUCK, LLC",GE MEASUREMENT & CONTROL,1367960,GENERAL ELECTRIC COMPANY,USA,UNITED STATES,1100 TECHNOLOGY PARK DR STE 300,BILLERICA,MA,Massachusetts,18214111,5,,"For-Profit Organization,Manufacturer of Goods",,BILLRTICA,MA,Massachusetts,18214111,5,USA,UNITED STATES,MATERIALS IN SUPPORT OF THE LSF CONTRACT.,,,,,,,,,,
CONT_AWD_0136_9700_W58RGZ12D0089_9700,136,W58RGZ12D0089,6792825,5/13/13,2013,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W90BWX,W1DF AVIATION-MISSILE RDEC,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",Huntsville,AL,,358062801,5,USA,UNITED STATES,OEP 14746,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2013,5,R13PP00407,2299761.95,5/23/13,2013,611628595,OCEAN ACOUSTICAL SERVICES AND INSTRUMENTATION SYSTEMS INC,OASIS,,,USA,UNITED STATES,5 MILITIA DR STE 104,LEXINGTON,MA,,24214706,7,,"Contracts and Grants,For-Profit Organization",,LEXINGTON ,MA,,24214706,7,USA,UNITED STATES,RDS,,,,,,,,,,
CONT_AWD_0136_9700_W58RGZ12D0089_9700,136,W58RGZ12D0089,6792825,5/13/13,2013,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W90BWX,W1DF AVIATION-MISSILE RDEC,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",Huntsville,AL,,358062801,5,USA,UNITED STATES,OEP 14746,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2013,5,R13PP00466,3719912,5/30/13,2013,803388649,"HYDROID, INC.",,803388649,"HYDROID, INC.",USA,UNITED STATES,6 BENJAMIN NYE CIR,POCASSET,MA,,25594900,10,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,POCASSET,MA,,25594900,10,USA,UNITED STATES,NUSSRC MATLS JV FFP,,,,,,,,,,
CONT_AWD_N6600113C2026_9700_-NONE-_-NONE-,N6600113C2026,,6550624,11/15/12,2013,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N66001,SPACE AND NAVAL WARFARE SYSTEMS,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N41756,NAVY ENGINEERING LOGISTICS OFFICE,,,100350748,"DIGITAL INFUZION, INC.",,,,USA,UNITED STATES,656 QUINCE ORCHARD RD STE 300,GAITHERSBURG,MD,,208781409,8,,"Contracts and Grants,For-Profit Organization,Minority-Owned business,S Corporation,Self-Certified Small Disadvantaged Business,Subcontinent Asian (Asian-Indian) American Owned",Gaithersburg,MD,,208781409,8,USA,UNITED STATES,BASE PERIOD R&D SERVICES IN SUPPORT OF DTRA BIOSURVIELLANCE PROGRAM,541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,sub-contract,2013,4,A215647,88230,4/3/13,2013,73130411,"MASSACHUSETTS GENERAL HOSPITAL, THE",Neuroendocrine-Unit,825636988,"PARTNERS HEALTHCARE SYSTEM, INC",USA,UNITED STATES,55 FRUIT ST,BOSTON,MA,,21142621,9,,"Contracts and Grants,Hospital,Nonprofit Organization",,Boston,MA,,21142696,9,USA,UNITED STATES,Role: Public health operations and public health policy subject matter expertise,,,,,,,,,,
CONT_AWD_SH01_9700_FA805312D0041_9700,SH01,FA805312D0041,233384.88,1/25/13,2013,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA2835,FA2835  AFLCMC HANSCOM PZI,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2B4AA,USAF CLINIC,,,790975697,"CNI PROFESSIONAL SERVICES, LLC",,70848361,CHICKASAW NATION,USA,UNITED STATES,2600 JOHN SAXON BLVD,NORMAN,OK,,730711166,4,,"Contracts and Grants,For-Profit Organization,Indian Tribe (Federally Recognized),Limited Liability Company,Minority-Owned business,Native American Owned,SBA Certified 8(a) Program Participant,Self-Certified Small Disadvantaged Business,Tribally Owned Firm",Hanscom AFB,MA,,17312100,5,USA,UNITED STATES,PEBLO ASSISTANT SUPPORT SERVICES - BASE,621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,sub-contract,2013,10,736-1022-003 Task SH01,37966.32,1/25/13,2013,928859149,SERCO INC.,,298452707,SERCO GROUP PLC,USA,UNITED STATES,1818 LIBRARY ST STE 1000,RESTON,VA,,201906276,8,,"Contracts and Grants,For-Profit Organization",,Hanscom AFB,MA,,17312100,6,USA,UNITED STATES,"The purpose of this position is to serve as an administrative assistant for the Physical Evaluation Board Liaison Officer (PEBLO) in the Medical Evaluation Board (MEB) program, Disability Evaluation System (DES), Temporary Disability Retirement Listings (TDRL) and TRICARE Operations Patient Administration service.  Individual will perform various clerical and administrative duties such as initiation and processing of health care forms, documents, medical documentation and reports used in patient administration.",Harry Gatanas,786495,Gary Shankman,618138,Michael Plymack,533097,Albert Debenedictis,468339,Edward Casey,1106292
CONT_AWD_HSCG2317JPFP024_7008_HSCG2317DPGC002_7008,HSCG2317JPFP024,HSCG2317DPGC002,42754116.24,3/28/17,2017,70,Department of Homeland Security (DHS),7008,U.S. COAST GUARD,70Z023,HQ CONTRACT OPERATIONS (CG-912)(000,70,Department of Homeland Security (DHS),7008,U.S. COAST GUARD,70Z00A,COMMANDANT ACQUISITIONS DIRECTORATE,070-2017/2017-0610-000;070-2018/2018-0610-000;070-2019/2019-0610-000,070-0610,78776091,"ALUTIIQ ADVANCED SECURITY SOLUTIONS, LLC",,52089695,AFOGNAK NATIVE CORPORATION,USA,UNITED STATES,3909 ARCTIC BLVD STE 500,ANCHORAGE,AK,Alaska,995035770,0,,,Massachussetts,DC,District of Columbia,205937828,0,USA,UNITED STATES,IGF::OT::IGF NATIONAL SECURITY GUARD SERVICES SUPPORTING USCG INSTALLATIONS IN THE NORTHEAST/EAST REGION OF THE U.S.,561612,SECURITY GUARDS AND PATROL SERVICES,sub-contract,2019,5,AASS-D-24015-001,4999868.27,4/11/17,2017,3277089,"LINXX GLOBAL SOLUTIONS, INC.",LINXX SECURITY,,,USA,UNITED STATES,2900 SABRE STREET SUITE 300,VIRGINIA BEACH,VA,Virginia,234527380,2,,For-Profit Organization,,Cape Cod and Boston,MA,Massachusetts,26301406,10,USA,UNITED STATES,"provide guard services in accordance with PWS at Cape Cod and Boston, MA",Martin  Strong,285057,Adam  Burke,232519,Patrick  Dellen,175000,James  Flatley,174826,Brian  Wubker,149654
CONT_AWD_R506_9700_FA664308D0003_9700,R506,FA664308D0003,966165,9/28/10,2010,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA6606,FA6606  439 CONF LGC,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F5N3FQ,439 MSG CEC,,,57409740,GEO-MARINE INC,,57409740,"GEO-MARINE, INC.",USA,UNITED STATES,2201 K AVENUE SUITE A2,PLANO,TX,,750745977,3,,"Contracts,For-Profit Organization",Chicopee,MA,,10221507,2,USA,UNITED STATES,"REPAIR/ALTER EAST TOWER, DC HANGAR, BLDG 7000, YTPM 10-0016A/B, JCN R50012",236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2011,7,2714csa11-A,44000,11/3/11,2012,12047199,J. Hatchett Masonry LLC,,,,USA,UNITED STATES,24 HOBSON ST,Springfield,MA,,11091112,2,,,,Chicopee,MA,,10221507,2,USA,UNITED STATES,Masonry work at Westover B7000 East Tower repair.,,,,,,,,,,
CONT_AWD_0023_9700_W58RGZ13D0048_9700,23,W58RGZ13D0048,62876883.62,9/26/14,2014,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F3QCBB,WR ALC LUFP,,,794757877,"SCIENCE AND ENGINEERING SERVICES, LLC",,783196348,"SCIENCE AND ENGINEERING SERVICES, LLC",USA,UNITED STATES,248 DUNLOP BLVD,HUNTSVILLE,AL,,358241102,5,,,Huntsville,AL,,358241102,5,USA,UNITED STATES,UNITED STATES AIR FORCE REQUIREMENT TO OBTAIN LOGISTICS INTEGRATION SUPPORT IN THE CONVERSION OF 19 UH-60L AIRCRAFT TO THE HH-60G CONFIGURATION.,336411,AIRCRAFT MANUFACTURING,sub-contract,2017,8,L15P005141,54960.92,11/30/15,2016,876327628,"PARKER-HANNIFIN, CORPORATION",PARKER CHOMERICS DIV,4175550,PARKER-HANNIFIN CORPORATION,USA,UNITED STATES,77 DRAGON CT,WOBURN,MA,,18881039,7,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,WOBURN ,MA,,18881039,7,USA,UNITED STATES,Materials in support of the LSF contract.,,,,,,,,,,
CONT_IDV_HSHQPD11C00001_7001,HSHQPD11C00001,,4975567.79,9/30/11,2011,70,Department of Homeland Security (DHS),7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,70,Department of Homeland Security (DHS),7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,070-2013/2017-0800-000;070-2014/2018-0800-000;070-2015/2019-0800-000;070-2016/2018-0800-000;070-2017/2018-0800-000;070-2017/2019-0800-000;070-2017/2019-0803-000,070-0800;070-0803,82971578,"PRIMUS SOLUTIONS, INC.",,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,6303 IVY LANE STE 130,GREENBELT,MD,,207706322,5,,,Plum Island,MA,,1950,6,USA,UNITED STATES,O&M SUPPORT SERVICES AT PIADC,561210,FACILITIES SUPPORT SERVICES,sub-contract,2018,1,PS7-12-084,65430,12/12/17,2018,144126505,"FAIRHAVEN SHIPYARD COMPANIES, INC.",,144126505,"FAIRHAVEN SHIPYARD COMPANIES, INC.",USA,UNITED STATES,50 FORT ST,FAIRHAVEN,MA,,27192866,4,,"For-Profit Organization,S Corporation",,Fairhaven,MA,,2719,4,USA,UNITED STATES,"MS Shahan II- PL
 ",,,,,,,,,,
CONT_AWD_0246_9700_W58RGZ12D0089_9700,246,W58RGZ12D0089,1124945.19,10/23/13,2014,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58H0Z,W0H9 US ARMY AVN&MISSLES CMD,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",HUNTSVILLE,AL,,358062801,5,USA,UNITED STATES,FMS APACHE-EGYPT MAINTENANCE SUPPORT (OEP 14902/DO 0246),336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2014,3,R14PP00982,26137.81,3/5/14,2014,803388649,"HYDROID, INC.",,803388649,"HYDROID, INC.",USA,UNITED STATES,6 BENJAMIN NYE CIR,POCASSET,MA,,25594900,10,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,POCASSET,MA,,25594900,10,USA,UNITED STATES,Materials from Hydroid.,,,,,,,,,,
