,Business_Name,BusinessContact_FirstName,BusinessContact_LastName,Business_City,Business_State,PrimaryNAICSCode,Business_ClientID
814,Depict Brands,Eileen,Riestra,Boston,MA,"541430, 711510, 541511, 541613",20150053
816,"Design Construction & Consulting Services, Inc.",Cesar,DaSilva,Dorchester,MA,"236116, 541310, 236115, 238350",20000076
819,"Detour Construction, LLC",David M.,Dias,Ludlow,MA,"237310, 238990",20130110
820,"Detour Construction, LLC",David M.,Dias,Ludlow,MA,"237310, 238990",20130110
821,Dewey Service Corp.,Rodney,Dewey,Hopedale,MA,561710,19970128
822,Dewey Service Corp.,Rodney,Dewey,Hopedale,MA,561710,19970128
823,"DeWilco, Inc.",DeWayne,Smith,Mansfield,MA,,20190149
824,"DeWilco, Inc.",DeWayne,Smith,Mansfield,MA,,20190149
826,"Dharshini Joseph Enterprises, Inc.",Dharshini,Joseph,Falmouth,MA,541320,20180002
827,"DHK Architects, Inc.",Fernando,Domenech,Boston,MA,541310,19930038
828,Diamond Windows & Doors MFG,Erik,Tseng,Boston,MA,"332321, 423310, 321911, 321999, 326199",20160078
831,"DieselWorks, LLC, The",Kamil,Peters,Holyoke,MA,"423510, 711510",20170082
832,Dimock Community Health Center,Myecia,Minter-Jordan,Roxbury,MA,621498,19850029
842,"Dnutch Associates, Inc.",Denise A.,Jones,Methuen,MA,"541612, 541330, 541690, 541511, 541512, 541519",20010271
843,"Dnutch Associates, Inc.",Denise A.,Jones,Methuen,MA,"541612, 541330, 541690, 541511, 541512, 541519",20010271
844,"Dnutch Associates, Inc.",Denise A.,Jones,Methuen,MA,"541612, 541330, 541690, 541511, 541512, 541519",20010271
845,"Dnutch Associates, Inc.",Denise A.,Jones,Methuen,MA,"541612, 541330, 541690, 541511, 541512, 541519",20010271
849,"Dolume, LLC",Olumide,Adebo,Boston,MA,,20190135
852,"Dominion Living, LLC",Geneva,Lay,Sharon,MA,624120,20120267
853,"Domitek, Inc.",Libis,Bueno,Worcester,MA,"541511, 541512, 541519",20140241
854,"Domitek, Inc.",Libis,Bueno,Worcester,MA,"541511, 541512, 541519",20140241
855,Don Martin Corporation,Donald J.,"Martin, Jr.",Marshfield,MA,237310,19830020
856,Don Martin Corporation,Donald J.,"Martin, Jr.",Marshfield,MA,237310,19830020
857,"Done Right Building Services, Inc.",Anthony,Samuels,Boston,MA,561720,19940083
858,"Done Right Building Services, Inc.",Anthony,Samuels,Boston,MA,561720,19940083
859,"Doris O. Wong Associates, Inc.",Doris O.,Wong,Boston,MA,561492,19940279
860,"Dotcom Team, LLC, The",Bharat,Agrawal,Braintree,MA,"541511, 541512",20090345
861,"Doulos Flooring, Inc. d/b/a: American Flooring United",Shirley,Labo,Tewksbury,MA,238330,20070297
862,"Doulos Flooring, Inc. d/b/a: American Flooring United",Shirley,Labo,Tewksbury,MA,238330,20070297
864,"DPV Transportation, Inc.",Daniel,Perez,Everett,MA,"485320, 485310",20110049
865,"DPV Transportation, Inc.",Daniel,Perez,Everett,MA,"485320, 485310",20110049
866,"Drain Shooter, Inc.",Donna,Doody,Pembroke,MA,562998,20030201
867,"Drain Shooter, Inc.",Donna,Doody,Pembroke,MA,562998,20030201
868,"Draper Elevator Cab Co., Inc.",Diane,Giblin,Holbrook,MA,"333921, 238290",20030700
869,"Draper Elevator Cab Co., Inc.",Diane,Giblin,Holbrook,MA,"333921, 238290",20030700
870,"Draper Metal Fabrication, Inc.",Diane H.,Giblin,Holbrook,MA,"332322, 333921",20100227
873,"DRB Services, LLC",Anthony A.,Samuels,Boston,MA,238990,20150147
874,"DRB Services, LLC",Anthony A.,Samuels,Boston,MA,238990,20150147
875,"Dream Collaborative, LLC",Gregory,Minott,Boston,MA,"541310, 541410, 541690",20090490
876,"Dream Collaborative, LLC",Gregory,Minott,Boston,MA,"541310, 541410, 541690",20090490
881,"Drywall Plus, Inc.",Frank,Harris,Boston,MA,238320,20000017
885,"Dynamic Janitorial Cleaning, Inc.",Susy,Nogueira,Milford,MA,561720,20090420
888,E. L. Avant Enterprises,Elliot,Avant,Mashpee,MA,238910,20100202
889,"E.G. Fisher Construction, Inc.",Edward,Fisher,Worcester,MA,"238910, 484110, 238110",20150001
890,"E.G. Fisher Construction, Inc.",Edward,Fisher,Worcester,MA,"238910, 484110, 238110",20150001
891,"E5 Builders, LLC",Jacob,LaRoche,Leominster,MA,236220,20180105
892,"E5 Builders, LLC",Jacob,LaRoche,Leominster,MA,236220,20180105
893,"E5 Builders, LLC",Jacob,LaRoche,Leominster,MA,236220,20180105
894,"Eagle Development Partners, LLC",Gosder,Cherilus,Stoneham,MA,"236220, 236118",20140198
896,"EarlyBird Power, LLC",Shaun,Pandit,Milton,MA,"541690, 221122, 541618, 221210",20100112
897,"EarlyBird Power, LLC",Shaun,Pandit,Milton,MA,"541690, 221122, 541618, 221210",20100112
899,"Eastern General Contractors, Inc.",John H.,Murphy,Springfield,MA,236220,19810015
901,Eastwind Corporation,Earl,Fagan,Holbrook,MA,"238910, 238110, 237990, 238130, 238350, 541512, 541519, 237310, 238140",20060363
902,Eastwind Corporation,Earl,Fagan,Holbrook,MA,"238910, 238110, 237990, 238130, 238350, 541512, 541519, 237310, 238140",20060363
904,"Echobrook Nursery, Inc.",Francine,Shear,Worcester,MA,"444220, 453220, 561730",20120055
905,"Echobrook Nursery, Inc.",Francine,Shear,Worcester,MA,"444220, 453220, 561730",20120055
906,"eClinicalWorks, LLC",Mahesh,Navani,Westborough,MA,541511,20100119
907,"Eco Waste Disposal & Container Storage, Inc.",Jesse,Jeter,Dorchester,MA,"532490, 562991",20100305
908,"Edesia Kitchen & Bath Studio, Inc.",Dianne,Aucello,Burlington,MA,"423310, 423220",20160330
909,"Edesia Kitchen & Bath Studio, Inc.",Dianne,Aucello,Burlington,MA,"423310, 423220",20160330
911,"EDM Construction, Inc.",Jacquelyn,Magill,Merrimac,MA,"238120, 238350, 238190",20000048
912,"EDM Construction, Inc.",Jacquelyn,Magill,Merrimac,MA,"238120, 238350, 238190",20000048
913,"Eduardo Berinstein Translations, LLC",Eduardo,Berinstein,Brookline,MA,541930,20090454
916,"Eduporium, Inc.",Richard,Fredkin,Watertown,MA,"423430, 511210",20160054
917,Edward Paige Corporation,Melissa,Pegurri,Norwell,MA,541990,20170211
918,Edward Paige Corporation,Melissa,Pegurri,Norwell,MA,541990,20170211
919,"Edwards Group, LLC, The",Cynthia,Edwards,Mattapan,MA,"488490, 531210, 562119",20110093
920,"Edwards Group, LLC, The",Cynthia,Edwards,Mattapan,MA,"488490, 531210, 562119",20110093
921,Edwin A. Monteiro d/b/a: Modern Design Homes,Edwin,Monteiro,East Falmouth,MA,,20010217
922,"EES Silver, LLC d/b/a: Homewatch Caregivers",Lilian,Colman,Bridgewater,MA,"621610, 624120",20100317
924,"Efficacy Institute, Inc., The",Jeff,Howard,Burlington,MA,611710,20120296
925,"EHK Adjorlolo & Associates, Inc.",E. H. Kofi,Adjorlolo,Sharon,MA,541512,19950219
930,"Elegance in Granite, LLC",Jesus E.,Martinez,Leominster,MA,"423210, 238390, 337110, 444190, 238350",20150118
932,"Eliason Law Office, LLC",Deborah A.,Eliason,Gloucester,MA,541110,20140014
933,"Eliason Law Office, LLC",Deborah A.,Eliason,Gloucester,MA,541110,20140014
936,"Elite Trust Construction, Inc.",Edna,Laurent-Tellus,Brockton,MA,"236118, 236220",20060040
937,"ELLANA, Inc.",Ella,Bereznitsky,Boston,MA,541611,20090062
938,"ELLANA, Inc.",Ella,Bereznitsky,Boston,MA,541611,20090062
939,"Ellco Promotions, Inc.",Ellen S.,Orne,Marshfield,MA,"541890, 425110, 425120",20100324
940,"Ellco Promotions, Inc.",Ellen S.,Orne,Marshfield,MA,"541890, 425110, 425120",20100324
941,"Elmidor, Hans d/b/a: Vision to Images",Hans,Elmidor,Everett,MA,512110,20170186
942,EM Language Services,Eduardo De Oliveira,Marques,Weymouth,MA,"541930, 541219",20140232
944,"Emma Plumbing Co, Inc.",Emmanuel,Fomuki,Brockton,MA,238220,20180147
945,"Emmanuel Construction, Inc.",Hector,Sanchez,Centerville,MA,"238160, 238170, 238990, 238320, 238150, 561730",20180170
946,"Emmanuel Home Care Services, LLC",Beth,Mwangi,Woburn,MA,621610,20160334
949,"Encore Contracting Services, Inc.",Facundo,Bergallo,Lawrence,MA,562910,20150121
950,"Energy Systems Design, Inc.",Enrique,de los Reyes,Wayland,MA,541330,20150134
951,"Enfield Enterprises, Inc.",Daniel,Eastman,Springfield,MA,"238160, 238170, 238320, 238140, 238910, 562910, 238310, 238130, 238350",19990037
953,"Engineers Design Group, Inc.",Mehul,Dhruv,Malden,MA,541330,20070148
954,"Enlace de Familias de Holyoke/Holyoke Family Network, Inc.",Betty Medina,Lichtenstein,Holyoke,MA,813410,20150033
958,Enviro Staffing Solutions Corporation,Amiel,Vargas,Lawrence,MA,"561320, 562910, 561311",20140288
964,Equity + Expectations,Melissa,Patrick,Natick,MA,611710,20160163
965,"Erik Rueda Design Lab, LLC",Erik,Rueda,Chelsea,MA,238990,20160278
966,"Erik Rueda Design Lab, LLC",Erik,Rueda,Chelsea,MA,238990,20160278
968,"Esociates, LLC",Esther,Ndungu,Quincy,MA,"541511, 541512, 541611",20150279
969,"Esociates, LLC",Esther,Ndungu,Quincy,MA,"541511, 541512, 541611",20150279
973,ESS Contracting Corp.,Felipe,Pla,Lawrence,MA,"562910, 238910, 561720",20140176
974,ESS Contracting Corp.,Felipe,Pla,Lawrence,MA,"562910, 238910, 561720",20140176
976,"Ethioparking, LLC",Nega,Tulu,Boston,MA,812930,20160250
980,Event Staffing by Josie,Yoscary,Gonzalez,Mattapan,MA,722330,
981,Everett Appliance Service,Husein,Hashi,Everett,MA,811412,20040003
982,"Evermore Light and Power, Inc.",Ada,Alfonso,Tewksbury,MA,"238210, 423610",20120255
983,"Evermore Light and Power, Inc.",Ada,Alfonso,Tewksbury,MA,"238210, 423610",20120255
985,"Excel Nursing Services, Inc.",Rebecca,Paquette,Ludlow,MA,561320,20030283
986,"Excel Nursing Services, Inc.",Rebecca,Paquette,Ludlow,MA,561320,20030283
988,Excellences Beauty Salon,Icauri,Mejia,Chelsea,MA,812112,20170176
989,"Executive Parking, Inc.",Yasir,Osman,Springfield,MA,812930,20180032
992,"Experfy, Inc.",Harpreet,Singh,Boston,MA,518210,20170146
993,"exPERTcon, Inc.",Siva,Sivalogan,Dedham,MA,541330,20100211
994,"exPERTcon, Inc.",Siva,Sivalogan,Dedham,MA,541330,20100211
995,"Express Yourself, Inc.",Paula,Conrad,Beverly,MA,611610,20000005
996,"EZ Healthcare of Boston Group, Inc.",Cuthbert,Mayers,Roxbury,MA,621610,20130182
998,"F & J Contracting, Inc.",Fequiere,Charles,Stoughton,MA,"236118, 238320",20110311
999,"F & Y Construction, LLC",Yendy L.,Rodriguez,Fitchburg,MA,"238140, 237110, 562998",20160203
1000,F C Construction Corporation,Alfred,Costa,Westport,MA,"237310, 238140, 237990",19880068
1001,F C Construction Corporation,Alfred,Costa,Westport,MA,"237310, 238140, 237990",19880068
1002,"F L & A Transportation Company, Inc.",Fred,Courtney,Dorchester,MA,484220,19980230
1003,Fabiano Oil Corp.,Sondra,Fabiano,Wrentham,MA,454310,19990058
1004,Fabiano Oil Corp.,Sondra,Fabiano,Wrentham,MA,454310,19990058
1007,"FacilityOne New England, Inc.",Darryl,Whittemore,Foxborough,MA,561720,20170132
1011,"Fairland Company, Inc., The",William,Walker,Wilmington,MA,"541611, 541512",20080010
1012,"Family Day Care Program, Inc.",Andrea,Cox,Roslindale,MA,624410,19970005
1015,Fernandes Line Construction,Robert,Fernandes,Marshfield,MA,"237130, 238990",20150190
1016,Fernandez & Associates,Luis F.,Fernandez,Byfield,MA,541690,20060042
1019,"Ferreira Towing, Inc.",Mary-Jo,Glynn,Chelmsford,MA,"488410, 488490, 561990, 484121, 811111, 484220",20040483
1020,"Ferreira Towing, Inc.",Mary-Jo,Glynn,Chelmsford,MA,"488410, 488490, 561990, 484121, 811111, 484220",20040483
1021,"Fiber Optic Splicing & Testing, Inc.",Paula,Rocca,North Reading,MA,238210,20100213
1022,"Fiber Optic Splicing & Testing, Inc.",Paula,Rocca,North Reading,MA,238210,20100213
1023,"Fidess Group, Inc.",Renuka,Munjal,Burlington,MA,"541512, 423430",20080248
1024,"FieLDworkshop, LLC",Michelle,Laboy,Boston,MA,,20180252
1026,"Fillion's Landscaping, Inc.",Angela,Fillion,Granby,MA,561730,20070330
1027,"Fillion's Landscaping, Inc.",Angela,Fillion,Granby,MA,561730,20070330
1031,Fine Planning Events & Spanish Interpreting Services,Regla,Gonzalez,Boston,MA,"541613, 541820",20000018
1033,"FireCode Design, LLC",Ronnette,Taylor-Lawrence,Roxbury,MA,"541690, 561621, 238220, 423990",20070084
1034,"FireCode Design, LLC",Ronnette,Taylor-Lawrence,Roxbury,MA,"541690, 561621, 238220, 423990",20070084
1035,"First Light Trading Company, Inc.",Charles G.,McKinney,Framingham,MA,,20000212
1037,"FirstWorld USA, Inc. d/b/a: Terminal Exchange Systems",S.,Ganapathi,Brookline,MA,"423430, 541511",19890009
1038,"FirstWorld USA, Inc. d/b/a: Terminal Exchange Systems",S.,Ganapathi,Brookline,MA,"423430, 541511",19890009
1039,"Fish Design and Architecture, LLC",Myoungkeun,Kim,Boston,MA,541310,20120155
1040,Fisher Contracting Corporation,Charran,Fisher,Worcester,MA,"238910, 562910, 237990, 236210, 238990, 238390, 562111, 562112, 236220, 238140, 238120",20030236
1041,Fisher Contracting Corporation,Charran,Fisher,Worcester,MA,"238910, 562910, 237990, 236210, 238990, 238390, 562111, 562112, 236220, 238140, 238120",20030236
1045,"Flow Design, Inc.",Darguin,Fortuna,Salem,MA,"541310, 541410, 541430",20180155
1047,"Folan Waterproofing & Construction Company, Inc.",Mary Ellen,Folan-Card,South Easton,MA,"238140, 238990",19900140
1048,"Folan Waterproofing & Construction Company, Inc.",Mary Ellen,Folan-Card,South Easton,MA,"238140, 238990",19900140
1052,"Foster's Electric Services, Inc.",Foster R.,Earl,Mattapan,MA,238210,19800013
1055,"Franca Service, Inc.",David,Franca,Marlborough,MA,"238320, 236118, 238350",20140064
1056,"Frances Health Services, LLC d/b/a: Angel Care VNA",Frances,Igiebor,Woburn,MA,621610,20160087
1057,"Franklin Analytical Services, Inc.",Amy,Franklin McCoog,Marion,MA,562910,19940205
1058,Franqui Services,Moises,Franqui,Millbury,MA,541930,20170191
1059,Fraser Poly-Engineering Services,Kurt A.,Fraser,Milton,MA,541330,20120207
1060,Frawley Engineering PC,Christine B.,Frawley,Feeding Hills,MA,541330,20000186
1061,Frawley Engineering PC,Christine B.,Frawley,Feeding Hills,MA,541330,20000186
1066,"FS Engineers, Inc.",Faroog,Siddique,Acton,MA,"541330, 541620, 562910",20010265
1067,"FS Engineers, Inc.",Faroog,Siddique,Acton,MA,"541330, 541620, 562910",20010265
1070,"Full Circle Technologies, Inc.",Rajan,Nanda,Boston,MA,"541370, 541340",20000125
1071,Fulltec Consultants,Anthony,"Fuller, Jr.",Allston,MA,541512,20120258
1075,"G A Blanco & Sons, Inc.",Edward L.,Blanco,Great Barrington,MA,"424120, 423210, 423430",19820008
1076,G Michael Tzerai d/b/a: GMT Architects,G. Michael,Tzerai,Dorchester,MA,541310,19900006
1080,Gaines Electric & Contracting,Ponce,Gaines,Roxbury,MA,238210,20160297
1081,"Gandara Mental Health Center, Inc.",Henry,East-Trou,West Springfield,MA,"623220, 621420",19850004
1082,"Gar Chiang, Esq. d/b/a: Chiang Law Firm",Gar,Chiang,Boston,MA,"541930, 541110",20160071
1085,"General Air Conditioning & Heating, Inc.",Leroy,Alexander,Dorchester,MA,238220,19950103
1086,"General Pacific, LLC d/b/a: Lofty Homes",Andre,Mai,Watertown,MA,,20190151
1087,"General Safety Services, Corp.",Nardine J.,Bellew,Canton,MA,"561720, 561790, 238190, 238290, 423390, 423990",20040416
1088,"GENISSI, Inc.",Tinuola,Olorunwunmi,Brockton,MA,541611,20160084
1089,"GENISSI, Inc.",Tinuola,Olorunwunmi,Brockton,MA,541611,20160084
1090,"GenOne Technologies, LLC",David,Orozco,Cambridge,MA,,20190024
1091,"Geologic-Earth Exploration, Inc.",Deborah,Arey,Norfolk,MA,238910,19920249
1092,"Geologic-Earth Exploration, Inc.",Deborah,Arey,Norfolk,MA,238910,19920249
1093,"GeoTek Engineering, Inc.",Julia,Sigalovsky,Harwich,MA,"541620, 541330",19950053
1094,"GeoTek Engineering, Inc.",Julia,Sigalovsky,Harwich,MA,"541620, 541330",19950053
1096,"Geovision, Inc.",Juan,Mandelbaum,Watertown,MA,541810,19960037
1097,"GFM Enterprises, Inc.",Jennifer,Morris,S. Dennis,MA,"238910, 484110, 238110, 562998",20150287
1098,"GFM Enterprises, Inc.",Jennifer,Morris,S. Dennis,MA,"238910, 484110, 238110, 562998",20150287
1099,"GFS Electric, Inc.",Gustavo,Silva,Marlborough,MA,238210,20150188
1100,"Gillette Restaurant Equipment, Inc.",Ann,Tyler,North Brookfield,MA,"423440, 423740",20140006
1101,"Gillette Restaurant Equipment, Inc.",Ann,Tyler,North Brookfield,MA,"423440, 423740",20140006
1102,"Ginsan Global, Inc.",Nelly,Mentor,Boston,MA,,20180282
1105,GJG Signs & Digital Signs Corp,Gabriel,Orduz,Springfield,MA,541890,20180106
1109,Glen Gonsalves d/b/a: Yard Arms Landscaping,Glen,Gonsalves,East Harwich,MA,"561730, 237310, 484110",19910049
1110,Glen Gonsalves d/b/a: Yard Arms Landscaping,Glen,Gonsalves,East Harwich,MA,"561730, 237310, 484110",19910049
1111,"Global Advanced Technology, Inc.",Shirley S.,Young,Scituate,MA,"541512, 541330",19970071
1112,"Global Advanced Technology, Inc.",Shirley S.,Young,Scituate,MA,"541512, 541330",19970071
1113,"Global Care Providers, LLC",Michael,Njika,Lynn,MA,621610,20140287
1116,"Global Digitine, LLC d/b/a: ARCpoint Labs of Southboro - Framingham",Gauri,Bhalakia,Southboro,MA,621511,20160197
1126,GMT Construction and Painting Services Corporation,Megan,Jones,Leominster,MA,"238320, 238350",20120163
1127,Go Consulting Services,Rachel,Goldsmith,Boston,MA,"541512, 541611, 531390, 541370",20000049
1128,Go Consulting Services,Rachel,Goldsmith,Boston,MA,"541512, 541611, 531390, 541370",20000049
1129,"Go Green Solutions, Inc.",Maria,Guevara-Fisher,South Grafton,MA,"541850, 541890, 454111",20130008
1130,"Go Green Solutions, Inc.",Maria,Guevara-Fisher,South Grafton,MA,"541850, 541890, 454111",20130008
1131,"GO Systems and Solutions, LLC",Paula,Okunieff,Boston,MA,541990,20160185
1132,"Go Trucking, LLC",Emily,Harris,Wrentham,MA,484110,20160270
1133,"Go Trucking, LLC",Emily,Harris,Wrentham,MA,484110,20160270
1134,Golden Echo Colors,Clarence,Edwards,Roxbury,MA,238320,20150238
1135,"Golden Heart Home Healthcare, LLC",Nurdin,Mwanilelo,Springfield,MA,624120,20160299
1136,Golden Years Home Care Services of Massachusetts,Cesar,"Ruiz, Jr",Longmeadow,MA,621610,20180203
1137,"Gomes Construction Company, Inc.",Elvira,Gomes,Ludlow,MA,"237310, 238910, 237110, 238990",19880018
1138,"Gomes Construction Company, Inc.",Elvira,Gomes,Ludlow,MA,"237310, 238910, 237110, 238990",19880018
1139,"Gomes Construction Company, Inc.",Elvira,Gomes,Ludlow,MA,"237310, 238910, 237110, 238990",19880018
1140,"Good Life Productions, LLC",Julia,Cruz,Somerville,MA,"512110, 541921",20140158
1141,"Good Life Productions, LLC",Julia,Cruz,Somerville,MA,"512110, 541921",20140158
1142,"Gopi Bala, LLC",Gopinath,Balasubramanian,Northborough,MA,541611,20090238
1143,"Gorman Actuarial, Inc.",Bela,Gorman,Marlborough,MA,541612,20060133
1145,GP3 Creative,George,Paul III,Braintree,MA,"541430, 323111",20080005
1146,"Grandeur Enterprises, LLC",Rayford,Kelley,Boston,MA,,20180222
1150,"Greater Boston Chinese Golden Age Center, Inc.",Ruth,Moy,Boston,MA,624120,19950147
1151,"Greater Us, LLC, The",Mehreen,Akhtar,Easthampton,MA,,20190057
1152,"Greater Us, LLC, The",Mehreen,Akhtar,Easthampton,MA,,20190057
1153,"Green Castle Business Solutions, Inc",Keith,Castle,Boston,MA,425120,20100346
1154,"Green Castle Business Solutions, Inc",Keith,Castle,Boston,MA,425120,20100346
1155,"Green Castle Business Solutions, Inc",Keith,Castle,Boston,MA,425120,20100346
1157,Green Concepts LED,Patricia E.,Sullivan,Marion,MA,425120,20090265
1158,Green Concepts LED,Patricia E.,Sullivan,Marion,MA,425120,20090265
1159,"Green International Affiliates, Inc.",Ko,Ishikura,Westford,MA,"541330, 541620",19850095
1160,"Green International Affiliates, Inc.",Ko,Ishikura,Westford,MA,"541330, 541620",19850095
1161,"Green Seal Environmental, Inc.",Christie,Wirsen,Sagamore Beach,MA,541620,20050111
1162,"Gregory Investment Group, LLC d/b/a: Gregory Contracting Company",Darius,Gregory,North Attleboro,MA,,20190006
1163,"Grimes Oil Co., Inc.",Calvin M.,Grimes,West Tisbury,MA,424720,20000215
1164,"Grimes Oil Co., Inc.",Calvin M.,Grimes,West Tisbury,MA,424720,20000215
1166,"Ground, Inc.",Shauna,Gillies-Smith,Somerville,MA,541320,20100300
1167,"Ground, Inc.",Shauna,Gillies-Smith,Somerville,MA,541320,20100300
1168,"GroundView, LLC",Eden Dutcher,Martin,Somerville,MA,541320,20090226
1169,"GroundView, LLC",Eden Dutcher,Martin,Somerville,MA,541320,20090226
1170,"G's Ultimate Office Cleaning Svc., LLC",Glenda,Santos,Springfield,MA,561720,20140040
1171,GSR Global Corporation,Neel A.,Jhaveri,Billerica,MA,334417,20110221
1172,GSR Global Corporation,Neel A.,Jhaveri,Billerica,MA,334417,20110221
1173,"GTC Transport & Brokerage, Inc.",Gloria,Ahmadjian,Orange,MA,492210,20100330
1174,"GTC Transport & Brokerage, Inc.",Gloria,Ahmadjian,Orange,MA,492210,20100330
1175,"Guardian Healthcare, LLC",Jose,de la Rosa,Boston,MA,621610,20130154
1178,"GVC Construction, Inc.",Geselle,Valenti,Leominster,MA,"238910, 484110, 237110, 532412",20020385
1179,"GVC Construction, Inc.",Geselle,Valenti,Leominster,MA,"238910, 484110, 237110, 532412",20020385
1180,H & R Roofing & Siding Corp,Ronaldo,Solano,Framingham,MA,"238160, 238990",20170229
1184,"H&A Steel, LLC",Jose,Hugk,Brockton,MA,238120,20130003
1185,"H&A Steel, LLC",Jose,Hugk,Brockton,MA,238120,20130003
1186,"H.J. Knight International Insurance Agency, Inc.",Jeannette,Lanza,Braintree,MA,524210,20120268
1187,"H.M. Nunes & Sons Construction, Inc.",Maria A.,Nunes,Ludlow,MA,"237310, 238910",19880059
1188,"H.M. Nunes & Sons Construction, Inc.",Maria A.,Nunes,Ludlow,MA,"237310, 238910",19880059
1189,"H.M. Nunes & Sons Construction, Inc.",Maria A.,Nunes,Ludlow,MA,"237310, 238910",19880059
1190,Habakkuk Media Services,Andrea,Seward,Leominster,MA,"541921, 541922",20070307
1192,"Hager Geoscience, Inc.",Jutta L.,Hager,Woburn,MA,"541360, 541620",19930205
1193,"Hager Geoscience, Inc.",Jutta L.,Hager,Woburn,MA,"541360, 541620",19930205
1194,"Haitian American Public Health Initiative, Inc.",Jean Marc,Jean-Baptiste,Mattapan,MA,624190,19990214
1196,"Hancock Software, Inc.",Lily Li,Hancock,Framingham,MA,541511,20110032
1197,"Hapi African Gourmet, LLC",Paulette,Ngachoko,Dorchester,MA,,20190019
1198,"Harris Miller Miller & Hanson, Inc. d/b/a: HMMH",Mary Ellen,Eagan,Burlington,MA,"541620, 541690, 541990, 541715, 541611",20150095
1199,"Harris Miller Miller & Hanson, Inc. d/b/a: HMMH",Mary Ellen,Eagan,Burlington,MA,"541620, 541690, 541990, 541715, 541611",20150095
1202,HBSS Connect Corp,Himanshu,Bhatnagar,Lowell,MA,541512,20060073
1203,HBSS Connect Corp,Himanshu,Bhatnagar,Lowell,MA,541512,20060073
1204,"HC Tangram Design, LLC",Jocelyn,Frederick,Cambridge,MA,541310,20180204
1207,"Healthcare Global, Inc.",David,Ebenezer,Dedham,MA,541512,20020430
1208,"HealthNET Systems Consulting, Inc.",Clifton K.,Jay,Burlington,MA,"541614, 541512",20150127
1210,"Heck Electric, LLC",Hector,Ramos,Wilbraham,MA,"238210, 561621",20130112
1211,"Heck Electric, LLC",Hector,Ramos,Wilbraham,MA,"238210, 561621",20130112
1212,"Henry General Contractors, Inc.",Brian,Henry,Springfield,MA,"238350, 236116, 236220, 238910, 484220, 561730, 236115, 236118, 238130",20030144
1213,"Henry General Contractors, Inc.",Brian,Henry,Springfield,MA,"238350, 236116, 236220, 238910, 484220, 561730, 236115, 236118, 238130",20030144
1214,Heritage Construction & Supply,Bernadette,Carroll,South Boston,MA,"424690, 424950, 423710, 423850",19850113
1215,Heritage Construction & Supply,Bernadette,Carroll,South Boston,MA,"424690, 424950, 423710, 423850",19850113
1218,"Heron, Inc.",Judy,Herring,Centerville,MA,"323111, 323120",20140276
1219,"Heron, Inc.",Judy,Herring,Centerville,MA,"323111, 323120",20140276
1220,"Herring, Inc.",Judy,Herring,Hyannis,MA,"323111, 323120",20140277
1221,"Herring, Inc.",Judy,Herring,Hyannis,MA,"323111, 323120",20140277
1222,"Hibbert Electrical Company, LLC",Lermon,Hibbert,Boston,MA,238210,20150140
1223,"Hicks Auto Body, Inc.",Willie,"Hicks, Sr.",Dorchester,MA,811118,19940190
1224,"HiFi Technologies, Inc.",Sreelatha,Tallada,Ashland,MA,,20070097
1225,"High Level Cleaning Services, Inc.",Bernardo Adon,Reyes,Brockton,MA,"561720, 561730, 238990",20130095
1226,"Hilton Realty, Inc.",Meichelle A.,Ferguson,Dorchester,MA,"531210, 531390, 541910, 541611, 541613, 541618, 531120, 531190",20190067
1227,"Hilton Realty, Inc.",Meichelle A.,Ferguson,Dorchester,MA,"531210, 531390, 541910, 541611, 541613, 541618, 531120, 531190",20190067
1228,"Hines Dermatology Associates, Inc.",Yvonne,Hines,Attleboro,MA,621111,20180047
1229,"Hire Initiatives, Inc.",Isabel Lynette,Vallecillo,Newburyport,MA,"561311, 561320, 561312, 541512, 541611",20130087
1230,"Hire Initiatives, Inc.",Isabel Lynette,Vallecillo,Newburyport,MA,"561311, 561320, 561312, 541512, 541611",20130087
1231,"Hire Partnership, LLC",Jeanine,Hamilton,Boston,MA,"561320, 561311",20080330
1232,Hirezon Corporation d/b/a: Interview Exchange,Narayanan,Viswanathan,Westborough,MA,541612,20120036
1233,"Hi-Rise Graphics, Inc.",Keith L.,Chaney,Lawrence,MA,541890,20160266
1234,"Ho Commercial Real Estate, LLC",David,Ho,Boston,MA,531390,20110275
1235,"Hodan Property Management & Development, Inc.",Peter,Rodrigues,Boston,MA,"813990, 531311, 531312",20080195
1236,Holly D Ben-Joseph Landscape Architect,Holly D.,Ben-Joseph,Concord,MA,541320,20060086
1237,Holly D Ben-Joseph Landscape Architect,Holly D.,Ben-Joseph,Concord,MA,541320,20060086
1238,"Holyoke Health Center, Inc.",Jay,Breines,Holyoke,MA,621498,20100120
1239,"Home Care With Grace, LLC",Grace,DeSouza,Winthrop,MA,"621610, 624120",20160146
1240,"Homegrown Studio, The",Alessandra,Mele,Wilbraham,MA,"541430, 541613",
1244,"Hope Real Estate Enterprises, LLC",Sean,Hope,Cambridge,MA,"531210, 531311",20180040
1245,"Hope Restored Human Services, Inc.",Patricia,Babajide,Quincy,MA,624120,20060184
1246,"Hope Trucking & Demo, Inc.",Frank A.,"Hope, III",Lynn,MA,"238910, 484110, 484220, 238990",19980021
1247,"Hope Trucking & Demo, Inc.",Frank A.,"Hope, III",Lynn,MA,"238910, 484110, 484220, 238990",19980021
